sensor_id,timestamp,temperature
sensor1,2025-06-04T12:13:25.970104,26.614690116684073
sensor1,2025-06-04T12:13:25.970109,30.83899780745811
sensor1,2025-06-04T12:13:25.970110,22.616559128789895
sensor1,2025-06-04T12:13:25.970111,58.71190820826574
sensor1,2025-06-04T12:13:25.970112,33.185604621511146
sensor1,2025-06-04T12:13:25.970113,45.150904884464
sensor1,2025-06-04T12:13:25.970114,45.97530681391127
sensor1,2025-06-04T12:13:25.970115,23.0334033207398
sensor1,2025-06-04T12:13:25.970115,15.54345886712993
sensor1,2025-06-04T12:13:25.970116,37.92896276481419
sensor2,2025-06-04T12:13:25.970293,50.71291924220922
sensor2,2025-06-04T12:13:25.970295,53.123490860807436
sensor2,2025-06-04T12:13:25.970296,21.94243517542256
sensor2,2025-06-04T12:13:25.970297,59.473555462681325
sensor2,2025-06-04T12:13:25.970298,22.658699722678428
sensor2,2025-06-04T12:13:25.970299,29.896065885163466
sensor2,2025-06-04T12:13:25.970300,25.139936357320842
sensor2,2025-06-04T12:13:25.970300,40.450865435690346
sensor2,2025-06-04T12:13:25.970301,57.17080586876216
sensor2,2025-06-04T12:13:25.970302,22.793478625345543
sensor3,2025-06-04T12:13:25.970303,59.15628376076715
sensor3,2025-06-04T12:13:25.970304,55.219459248745366
sensor3,2025-06-04T12:13:25.970305,16.6690230712698
sensor3,2025-06-04T12:13:25.970306,55.190761616880984
sensor3,2025-06-04T12:13:25.970306,22.658363770372937
sensor3,2025-06-04T12:13:25.970307,11.409903936839541
sensor3,2025-06-04T12:13:25.970308,27.75214424664671
sensor3,2025-06-04T12:13:25.970309,18.781122664674932
sensor3,2025-06-04T12:13:25.970310,11.929516931840014
sensor3,2025-06-04T12:13:25.970310,40.39498734211922
